path,program_type,format,structural_status,sample_references,simulation_scope,semantic_verdict,semantic_issues,hardware_status,favorite,scratchpad_role,notes
Programs/Keygroups/Samples From Mars/VP330 From Mars/SilentShoutedPad.xpm,Keygroup,gzip-json,pass,32,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/VP330 From Mars/SomeAttack.xpm,Keygroup,gzip-json,pass,49,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/VP330 From Mars/SomeStudsPad.xpm,Keygroup,gzip-json,pass,35,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/VP330 From Mars/SplitAndFuzzy.xpm,Keygroup,gzip-json,pass,49,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/VP330 From Mars/StringsAndVoice.xpm,Keygroup,gzip-json,pass,48,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/VP330 From Mars/StringsAndVoiceGlide.xpm,Keygroup,gzip-json,pass,46,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/VP330 From Mars/StringsLow.xpm,Keygroup,gzip-json,pass,49,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/VP330 From Mars/StringsLowGlide.xpm,Keygroup,gzip-json,pass,49,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/VP330 From Mars/Sulaco.xpm,Keygroup,gzip-json,pass,36,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/VP330 From Mars/TangoCashCombo.xpm,Keygroup,gzip-json,pass,47,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/VP330 From Mars/UpAllNight.xpm,Keygroup,gzip-json,pass,49,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/VP330 From Mars/WolvesVsRockmore.xpm,Keygroup,gzip-json,pass,24,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Alien Bubbles FX.xpm,Keygroup,gzip-json,pass,65,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Ascending Sine FX.xpm,Keygroup,gzip-json,pass,128,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Bouncing Saw FX.xpm,Keygroup,gzip-json,pass,116,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Dreamy Poly.xpm,Keygroup,gzip-json,pass,49,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Envelope Saw.xpm,Keygroup,gzip-json,pass,116,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Envelope Square.xpm,Keygroup,gzip-json,pass,116,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Enveloped Horns.xpm,Keygroup,gzip-json,pass,97,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Fat Saw Bass.xpm,Keygroup,gzip-json,pass,97,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Hard Patch.xpm,Keygroup,gzip-json,pass,61,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/In Unison.xpm,Keygroup,gzip-json,pass,116,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Interval Glide Synth.xpm,Keygroup,gzip-json,pass,120,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Landing FX.xpm,Keygroup,gzip-json,pass,55,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Layered Horns.xpm,Keygroup,gzip-json,pass,55,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Nasal Voices FX.xpm,Keygroup,gzip-json,pass,109,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/New Age Harpsichord.xpm,Keygroup,gzip-json,pass,116,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Noisey Saw LFO.xpm,Keygroup,gzip-json,pass,104,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Octane Wobble FX.xpm,Keygroup,gzip-json,pass,96,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Offset Space Synth.xpm,Keygroup,gzip-json,pass,46,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Organ.xpm,Keygroup,gzip-json,pass,115,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/PWM Envelope LFO.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Ravey Pitch Mod.xpm,Keygroup,gzip-json,pass,53,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Repeated Landing FX.xpm,Keygroup,gzip-json,pass,55,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Resonant Square Bass.xpm,Keygroup,gzip-json,pass,115,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/S&H Lead.xpm,Keygroup,gzip-json,pass,42,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Saw Glide.xpm,Keygroup,gzip-json,pass,109,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Saw Pad.xpm,Keygroup,gzip-json,pass,61,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Saw Poly.xpm,Keygroup,gzip-json,pass,55,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Screech & Hiss.xpm,Keygroup,gzip-json,pass,85,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Soft Envelope Synth.xpm,Keygroup,gzip-json,pass,97,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Square.xpm,Keygroup,gzip-json,pass,116,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Sub Osc.xpm,Keygroup,gzip-json,pass,58,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Syn Tom.xpm,Keygroup,gzip-json,pass,43,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Sync Lite.xpm,Keygroup,gzip-json,pass,109,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Sync Mod.xpm,Keygroup,gzip-json,pass,109,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Tremor Synth.xpm,Keygroup,gzip-json,pass,55,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Triangle.xpm,Keygroup,gzip-json,pass,55,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Unison Synth.xpm,Keygroup,gzip-json,pass,61,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Voyetra From Mars/Voyager.xpm,Keygroup,gzip-json,pass,55,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Basics/2SAWS.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Basics/2Squares.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Basics/SAW.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Basics/Square.xpm,Keygroup,gzip-json,pass,72,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Basics/SquareWhite.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Bass/FUNKsaw.xpm,Keygroup,gzip-json,pass,72,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Bass/FUNKsquare.xpm,Keygroup,gzip-json,pass,48,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Bass/SmallEcho.xpm,Keygroup,gzip-json,pass,72,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Bass/SoPeterBanks.xpm,Keygroup,gzip-json,pass,49,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Bass/SouthernSting.xpm,Keygroup,gzip-json,pass,25,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Bass/StrictlyJazz.xpm,Keygroup,gzip-json,pass,45,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Bass/SwarmingBass.xpm,Keygroup,gzip-json,pass,57,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Bass/TenderBass.xpm,Keygroup,gzip-json,pass,60,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Bass/YeSquareBass.xpm,Keygroup,gzip-json,pass,71,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/FX/BeeThousand.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/FX/BrokenSystem.xpm,Keygroup,gzip-json,pass,146,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/FX/Compuporn.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/FX/HiveBomb.xpm,Keygroup,gzip-json,pass,47,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/FX/LowsHiFi.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/FX/SampleAndSting.xpm,Keygroup,gzip-json,pass,146,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/FX/Vtip.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Leads/BumbleBros.xpm,Keygroup,gzip-json,pass,61,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Leads/DangerousPlans.xpm,Keygroup,gzip-json,pass,61,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Leads/ElementaryScience.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Leads/Franky4Fingers.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Leads/HueyLewis.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Leads/InsectBling.xpm,Keygroup,gzip-json,pass,98,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Leads/KilledAccordion.xpm,Keygroup,gzip-json,pass,146,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Leads/LaMordidita.xpm,Keygroup,gzip-json,pass,183,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Leads/OPPlead.xpm,Keygroup,gzip-json,pass,61,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Leads/Timps.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Leads/YellowNuman.xpm,Keygroup,gzip-json,pass,54,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Leads/eXistenZ.xpm,Keygroup,gzip-json,pass,61,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Pads/80sThreats.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Pads/DizzyPad.xpm,Keygroup,gzip-json,pass,61,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Pads/GrimSweeper.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Pads/RainbowYellow.xpm,Keygroup,gzip-json,pass,73,production,pass,,untested,,,
Programs/Keygroups/Samples From Mars/Wasp From Mars/Pads/WaspVsVulture.xpm,Keygroup,gzip-json,pass,49,production,pass,,untested,,,
Programs/Keygroups/Testing/Star Piano C3 RAW.xpm,Keygroup,gzip-json,pass,1,testing,pass,,untested,,,
Programs/Keygroups/Testing/Star Piano C3 STEREO.xpm,Keygroup,gzip-json,pass,1,testing,warn,warning:wave_probe_unsupported:standard WAV probe could not read 60_StarPiano_DX100_C3_STEREO.wav: unknown format: 65534,untested,,,
Programs/Keygroups/Testing/Star Piano TEST.xpm,Keygroup,gzip-json,pass,5,testing,fail,error:dead_note_velocity_cells:984 of 1024 note/velocity probes trigger nothing,untested,,,
Programs/Keygroups/Testing/Testing keygroup.xpm,Keygroup,gzip-json,pass,1,testing,pass,,untested,,,
Samples/Samples From Mars/Cassette Drums From Mars/Cassette Drums From Mars 01.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Cassette Drums From Mars/Cassette Drums From Mars 02.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Cassette Drums From Mars/Cassette Drums From Mars 03.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Dr Bohm From Mars/Dr Bohm From Mars.xpm,Drum,xml,pass,25,production,pass,,untested,,,
Samples/Samples From Mars/Dr Bohm From Mars/Mini Bohm From Mars.xpm,Drum,xml,pass,30,production,pass,,untested,,,
Samples/Samples From Mars/Dr Sample From Mars/01. Drum Kits/Drums 1 - Dr Sample From Mars.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Dr Sample From Mars/01. Drum Kits/Drums 2 - Dr Sample From Mars.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Dr Sample From Mars/01. Drum Kits/Drums 3 - Dr Sample From Mars.xpm,Drum,xml,pass,32,production,pass,,untested,,,
Samples/Samples From Mars/Dr Sample From Mars/02. Chords/Chords 1 - Dr Sample From Mars.xpm,Drum,xml,pass,46,production,pass,,untested,,,
Samples/Samples From Mars/Dr Sample From Mars/02. Chords/Chords 2 - Dr Sample From Mars.xpm,Drum,xml,pass,48,production,pass,,untested,,,
Samples/Samples From Mars/Dr Sample From Mars/03. Textures/Textures 1 - Dr Sample From Mars.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Dr Sample From Mars/03. Textures/Textures 2 - Dr Sample From Mars.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Dr Sample From Mars/03. Textures/Textures 3 - Dr Sample From Mars.xpm,Drum,xml,pass,32,production,pass,,untested,,,
Samples/Samples From Mars/Ekko From Mars/Ekko From Mars.xpm,Drum,xml,pass,48,production,pass,,untested,,,
Samples/Samples From Mars/Indie Tapes From Mars/Indie Tapes From Mars 01.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Indie Tapes From Mars/Indie Tapes From Mars 02.xpm,Drum,xml,pass,32,production,pass,,untested,,,
Samples/Samples From Mars/Jupiter Drums From Mars/Jupiter Drums From Mars 1.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Jupiter Drums From Mars/Jupiter Drums From Mars 2.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Jupiter Drums From Mars/Jupiter Drums From Mars 3.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Jupiter Drums From Mars/Jupiter Drums From Mars 4.xpm,Drum,xml,pass,16,production,pass,,untested,,,
Samples/Samples From Mars/Lindrum From Mars/Lindrum From Mars 1.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Lindrum From Mars/Lindrum From Mars 2.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Lindrum From Mars/Lindrum From Mars 3.xpm,Drum,xml,pass,32,production,pass,,untested,,,
Samples/Samples From Mars/Lo-Fi Drum Machines From Mars/Lo-Fi Drum Machines 01.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Lo-Fi Drum Machines From Mars/Lo-Fi Drum Machines 02.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Lo-Fi Drum Machines From Mars/Lo-Fi Drum Machines 03.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Lo-Fi Drum Machines From Mars/Lo-Fi Drum Machines 04.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Lo-Fi Drum Machines From Mars/Lo-Fi Drum Machines 05.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/MPC1 From Mars/MPC1 From Mars 1.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/MPC1 From Mars/MPC1 From Mars 2.xpm,Drum,xml,pass,48,production,pass,,untested,,,
Samples/Samples From Mars/MPC1 From Mars/MPC1 From Mars 3.xpm,Drum,xml,pass,48,production,pass,,untested,,,
Samples/Samples From Mars/MPC2000 Snacks From Mars/MPC2000 Snacks From Mars 1.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/MPC2000 Snacks From Mars/MPC2000 Snacks From Mars 2.xpm,Drum,xml,pass,32,production,pass,,untested,,,
Samples/Samples From Mars/MPC3000 From Mars/MPC3000 From Mars 1.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/MPC3000 From Mars/MPC3000 From Mars 2.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/MPC3000 From Mars/MPC3000 From Mars 3.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/MPC3000 From Mars/MPC3000 From Mars 4.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/MPC3000 From Mars/MPC3000 From Mars 5.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/MR10 From Mars/MR10 From Mars 1.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/MR10 From Mars/MR10 From Mars 2.xpm,Drum,xml,pass,16,production,pass,,untested,,,
Samples/Samples From Mars/Minipops Snacks From Mars/Minipops Mars 01.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Minipops Snacks From Mars/Minipops Mars 02.xpm,Drum,xml,pass,16,production,pass,,untested,,,
Samples/Samples From Mars/Modular Drums From Mars/Modular Drums 1.xpm,Drum,xml,pass,63,production,pass,,untested,,,
Samples/Samples From Mars/Modular Drums From Mars/Modular Drums 2.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Modular Drums From Mars/Modular Drums 3.xpm,Drum,xml,pass,63,production,pass,,untested,,,
Samples/Samples From Mars/Modular Drums From Mars/Modular Drums 4.xpm,Drum,xml,pass,60,production,pass,,untested,,,
Samples/Samples From Mars/Modular Drums From Mars/Modular Drums 5.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Modular Drums From Mars/Modular Drums 6.xpm,Drum,xml,pass,57,production,pass,,untested,,,
Samples/Samples From Mars/Perkons From Mars/Perkons From Mars 01.xpm,Drum,xml,pass,64,production,warn,warning:exclusive_sample_end:slice end equals frame count for Cymbal Noise Lite Perkons 02; MPC may treat it as exclusive,untested,,,
Samples/Samples From Mars/Perkons From Mars/Perkons From Mars 02.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Private Reserve From Mars/Private Reserve From Mars 01.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Private Reserve From Mars/Private Reserve From Mars 02.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Private Reserve From Mars/Private Reserve From Mars 03.xpm,Drum,xml,pass,32,production,pass,,untested,,,
Samples/Samples From Mars/Pulsar From Mars/Pulsar From Mars 01.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Pulsar From Mars/Pulsar From Mars 02.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Recodrum From Mars/Recodrum From Mars 01.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Recodrum From Mars/Recodrum From Mars 02.xpm,Drum,xml,pass,32,production,pass,,untested,,,
Samples/Samples From Mars/S950 From Mars/S950 Snacks From Mars 1.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/S950 From Mars/S950 Snacks From Mars 2.xpm,Drum,xml,pass,48,production,pass,,untested,,,
Samples/Samples From Mars/SP 909 From Mars/SP 909 From Mars 1.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/SP 909 From Mars/SP 909 From Mars 2.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/TOM From Mars/TOM From Mars 1.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/TOM From Mars/TOM From Mars 2.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/TOM From Mars/TOM From Mars 3.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/TOM From Mars/TOM From Mars 4.xpm,Drum,xml,pass,32,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl Drum Machines From Mars/Vinyl Drum Machines From Mars 1.xpm,Drum,xml,pass,64,production,pass,,pass,provisional,candidate:main drums,Ranked second on Key 37 and retained as the provisional main-drums alternate; not distinct enough to serve as dedicated shots.
Samples/Samples From Mars/Vinyl Drum Machines From Mars/Vinyl Drum Machines From Mars 2.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl Drum Machines From Mars/Vinyl Drum Machines From Mars 3.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl Drum Machines From Mars/Vinyl Drum Machines From Mars 4.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl Drum Machines From Mars/Vinyl Drum Machines From Mars 5.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl Drum Machines From Mars/Vinyl Drum Machines From Mars 6.xpm,Drum,xml,pass,48,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl Drum Machines From Mars/Vinyl Drum Machines From Mars 7.xpm,Drum,xml,pass,32,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl Drums From Mars/Vinyl Drums From Mars 01.xpm,Drum,xml,pass,64,production,pass,,pass,no,candidate:main drums,Ranked third on Key 37 but remains a strong working base kit; not distinct enough from the other finalists to serve as dedicated shots.
Samples/Samples From Mars/Vinyl Drums From Mars/Vinyl Drums From Mars 02.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl Drums From Mars/Vinyl Drums From Mars 03.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl Drums From Mars/Vinyl Drums From Mars 04.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl Drums From Mars/Vinyl Drums From Mars 05.xpm,Drum,xml,pass,48,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl Drums From Mars/Vinyl Drums From Mars 06.xpm,Drum,xml,pass,32,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl SP From Mars/Vinyl SP From Mars 01.xpm,Drum,xml,pass,64,production,pass,,pass,yes,main drums,"Ranked first on Key 37; all pads and colors work, and its broad kit is the preferred Scratchpad main-drums base."
Samples/Samples From Mars/Vinyl SP From Mars/Vinyl SP From Mars 02.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl SP From Mars/Vinyl SP From Mars 03.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl SP From Mars/Vinyl SP From Mars 04.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl SP From Mars/Vinyl SP From Mars 05.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Vinyl Synths From Mars/Vinyl Synths From Mars.xpm,Drum,xml,pass,48,production,pass,,untested,,,
Samples/Samples From Mars/Viscount From Mars/Viscount From Mars 1.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Viscount From Mars/Viscount From Mars 2.xpm,Drum,xml,pass,16,production,pass,,untested,,,
Samples/Samples From Mars/Wendel From Mars/Wendel From Mars 1.xpm,Drum,xml,pass,64,production,pass,,untested,,,
Samples/Samples From Mars/Wendel From Mars/Wendel From Mars 2.xpm,Drum,xml,pass,48,production,pass,,untested,,,
